,industry_code,product_code,product_name,item
1354,32311K,32311K62,"Unit set business forms, loose or bound, manifold books, and pegboard accounting systems",PCU32311K32311K62
1355,32311K,32311K64,"Continuous business forms, custom and stock",PCU32311K32311K64
1356,32311K,32311K8,Blankbook and looseleaf binder manufacturing,PCU32311K32311K8
1357,32311K,32311K81,"Blankbooks, excluding checkbooks and looseleaf types",PCU32311K32311K81
1358,32311K,32311K83,"Looseleaf binders, devices, inserts, and forms, excl. school/commercial looseleaf filler paper",PCU32311K32311K83
1359,32311K,32311K9,Other commercial printing,PCU32311K32311K9
1360,32311K,32311K9U,Engraving (printing),PCU32311K32311K9U
1361,32311K,32311K9V,All other commercial and general job printing,PCU32311K32311K9V
1362,32311K,32311KM,Miscellaneous receipts,PCU32311K32311KM
1363,32311K,32311KP,Primary products,PCU32311K32311KP
1364,32311K,32311KS,Secondary products,PCU32311K32311KS
1365,32312-,32312-,Support activities for printing,PCU32312-32312-
1366,323120,323120,Support activities for printing,PCU323120323120
1367,323120,3231203,"Softcover, pamphlet, sample book, and other binding of books and materials printed elsewhere",PCU3231203231203
1368,323120,3231204,"Edition, library, and other hardcover binding of books printed elsewhere",PCU3231203231204
1369,323120,3231205,"Miscellaneous binding and postpress work, incl. collating, perforating, folding, gluing, etc.",PCU3231203231205
1370,323120,3231207,"Prepress services, excl platemaking (incl film, assembled flats, color sep., typesetting, etc.)",PCU3231203231207
1371,323120,3231209,"Printing plates and cylinders, prepared for printing (excl. blank plates and blank cylinders)",PCU3231203231209
1372,323120,323120P,Primary products,PCU323120323120P
1373,324---,324---,Petroleum and coal products manufacturing,PCU324---324---
1374,3241--,3241--,Petroleum and coal products mfg,PCU3241--3241--
1375,32411-,32411-,Petroleum refineries,PCU32411-32411-
1376,324110,324110,Petroleum refineries,PCU324110324110
1377,324110,3241101,"Gasoline, including finished base stocks and blending agents",PCU3241103241101
1378,324110,32411012,"Motor gasoline, including finished base stocks and blending agents",PCU32411032411012
1379,324110,324110121,Regular gasoline,PCU324110324110121
1380,324110,324110122,Mid-premium gasoline,PCU324110324110122
1381,324110,324110123,Premium gasoline,PCU324110324110123
1382,324110,3241106,Jet fuel,PCU3241103241106
1383,324110,3241109,Asphalt,PCU3241103241109
1384,324110,324110B,"Kerosene, except jet fuel",PCU324110324110B
1385,324110,324110C,Light fuel oils,PCU324110324110C
1386,324110,324110C1,"Home heating oil and other distillates, NEC",PCU324110324110C1
1387,324110,324110C2,Diesel fuel,PCU324110324110C2
1388,324110,324110E,"Heavy fuel oils, including No. 5, No. 6, heavy diesel, gas enrichment oils, etc.",PCU324110324110E
1389,324110,324110J,Unfinished oils and lubricating oil base stock,PCU324110324110J
1390,324110,324110P,Primary products,PCU324110324110P
1391,324110,324110R,"Liquefied refinery gases, including other aliphatics (feed stock and other uses)",PCU324110324110R
1392,324110,324110T,"Other finished petroleum products, including waxes",PCU324110324110T
1393,32412-,32412-,Asphalt paving and roofing materials mfg,PCU32412-32412-
1394,324121,324121,Asphalt paving mixture & block manufacturing,PCU324121324121
1395,324121,3241210,Asphalt paving mixtures & blocks,PCU3241213241210
1396,324121,3241210111,"Emulsified asphalt, including liquid additives",PCU3241213241210111
1397,324121,3241210121,"Other liquid asphalt and tar paving materials, including cut-backs",PCU3241213241210121
1398,324121,3241210131,"Asphalt and tar paving mixt. (excl liquid), incl bitum. or asph. concrete, asph. paving cement",PCU3241213241210131
1399,324121,3241210141,"Other asphaltic paving mixtures, excluding brick, concrete, granite, or stone",PCU3241213241210141
1400,324121,324121M,Miscellaneous receipts,PCU324121324121M
1401,324121,324121MM,Miscellaneous receipts,PCU324121324121MM
1402,324121,324121P,Primary products,PCU324121324121P
1403,324121,324121S,Secondary products,PCU324121324121S
1404,324122,324122,Asphalt shingle and coating materials manufacturing,PCU324122324122
1405,324122,3241221,"Roofing asphalts and pitches, coatings, and cements",PCU3241223241221
1406,324122,3241222,"Prepared asphalt and tar roofing and siding products, incl. saturated felts for nonbuilding use",PCU3241223241222
1407,324122,324122M,Miscellaneous receipts,PCU324122324122M
1408,324122,324122P,Primary products,PCU324122324122P
1409,324122,324122S,Secondary products,PCU324122324122S
1410,324122,324122SS,Secondary products,PCU324122324122SS
1411,32419-,32419-,Other petroleum and coal products mfg,PCU32419-32419-
1412,324191,324191,Petroleum lubricating oil and grease mfg.,PCU324191324191
1413,324191,3241910,"Petroleum lubricating oils and greases, refined petroleum",PCU3241913241910
1414,324191,324191011,"Lubricating oils (incl. hydraulic fluids, etc.), refined petroleum",PCU324191324191011
1415,324191,324191012,"Lubricating greases, made from refined petroleum",PCU324191324191012
1416,324191,324191M,Miscellaneous receipts,PCU324191324191M
1417,324191,324191MM,Miscellaneous receipts,PCU324191324191MM
1418,324191,324191P,Primary products,PCU324191324191P
1419,324191,324191S,Secondary products,PCU324191324191S
1420,324199,324199,All other petroleum and coal products mfg.,PCU324199324199
1421,324199,3241993,"Coke oven and blast furnace products, made in coke oven establishments",PCU3241993241993
1422,324199,3241999,"All other petroleum and coal products (excl. coke oven products), made in coke oven estab.",PCU3241993241999
1423,324199,324199P,Primary products,PCU324199324199P
1424,324199,324199S,Secondary products,PCU324199324199S
1425,325---,325---,Chemical mfg,PCU325---325---
1426,3251--,3251--,Basic chemical mfg,PCU3251--3251--
1427,32511-,32511-,Petrochemical mfg,PCU32511-32511-
1428,325110,325110,Petrochemical manufacturing,PCU325110325110
1429,325110,3251101,"Aromatics (benzene, toluene, xylene, etc), made in petrochemical plants",PCU3251103251101
1430,325110,3251104,"Liquefied refinery gases (aliphatics), made in petrochemical plants",PCU3251103251104
1431,325110,325110P,Primary products,PCU325110325110P
1432,32512-,32512-,Industrial gas mfg,PCU32512-32512-
1433,325120,325120,Industrial gas manufacturing,PCU325120325120
1434,325120,3251204,Carbon dioxide,PCU3251203251204
1435,325120,3251207,Nitrogen,PCU3251203251207
1436,325120,325120A,Oxygen,PCU325120325120A
1437,325120,325120C,Argon and hydrogen,PCU325120325120C
1438,325120,325120P,Primary products,PCU325120325120P
1439,325120,325120T,Other industrial gases (including fluorocarbon and acetylene),PCU325120325120T
1440,32513-,32513-,Synthetic dye and pigment mfg,PCU32513-32513-
1441,325130,325130,Synthetic dye and pigment manufacturing,PCU325130325130
1442,325130,3251305,"Titanium dioxide, composite and pure",PCU3251303251305
1443,325130,3251307,Chrome colors and other inorganic pigments,PCU3251303251307
1444,325130,32513071,Chrome colors,PCU32513032513071
1445,325130,32513072,Iron oxide pigments,PCU32513032513072
1446,325130,32513073,"All other inorganic pigments, including white extender pigments and ceramic color pigments",PCU32513032513073
1447,325130,3251308,Synthetic organic dyes,PCU3251303251308
1448,325130,3251309,"Synthetic organic pigments, lakes, and toners",PCU3251303251309
1449,325130,325130M,Miscellaneous receipts,PCU325130325130M
1450,325130,325130P,Primary products,PCU325130325130P
1451,325130,325130S,Secondary products,PCU325130325130S
1452,32518-,32518-,Other basic inorganic chemical manufacturing,PCU32518-32518-
1453,325180,325180,Other basic inorganic chemical manufacturing,PCU325180325180
1454,325180,3251803,"Inorganic acids, excluding nitric, sulfuric and phosphoric",PCU3251803251803
1455,325180,3251804,Sodium hydroxide (caustic soda),PCU3251803251804
1456,325180,3251805,Other inorganic aluminum compounds,PCU3251803251805
1457,325180,3251806,"Carbon black, all processes",PCU3251803251806
1458,325180,3251807,Other alkalies,PCU3251803251807
1459,325180,3251809,Sulfuric acid,PCU3251803251809
1460,325180,325180A,"Potassium and sodium compounds, excluding bleaches, alkalies, and alum",PCU325180325180A
1461,325180,325180B,"Chlorine, compressed or liquefied",PCU325180325180B
1462,325180,325180H,All other inorganic chemicals,PCU325180325180H
1463,325180,325180M,Miscellaneous receipts,PCU325180325180M
1464,325180,325180P,Primary products,PCU325180325180P
1465,325180,325180S,Secondary products,PCU325180325180S
1466,32519-,32519-,Other basic organic chemical mfg,PCU32519-32519-
1467,325193,325193,Ethyl alcohol manufacturing,PCU325193325193
1468,325193,3251930,Ethyl alcohol,PCU3251933251930
1469,325193,325193P,Primary products,PCU325193325193P
1470,325193,325193S,Secondary products,PCU325193325193S
1471,325194,325194,"Cyclic crude, intermediate, and gum and wood chemical mfg",PCU325194325194
1472,325194,3251941,"Gum and wood chemicals, including wood distillation products",PCU3251943251941
1473,325194,3251942,Cyclic crude and intermediate chemicals,PCU3251943251942
1474,325194,32519421,Cyclic intermediate chemicals,PCU32519432519421
1475,325194,32519422,"Tar, tar crudes, and tar pitches",PCU32519432519422
1476,325194,325194P,Primary products,PCU325194325194P
1477,325194,325194S,Secondary products,PCU325194325194S
1478,325199,325199,All other basic organic chemical manufacturing,PCU325199325199
1479,325199,3251991,Fatty acids,PCU3251993251991
1480,325199,3251994,"Bulk pesticides and other bulk synthetic organic agricultural chemicals, excluding preparations",PCU3251993251994
1481,325199,325199A,Reagent and high-purity grades of organic chemicals refined from purchased technical grades,PCU325199325199A
1482,325199,325199E,Natural organic chemicals,PCU325199325199E
1483,325199,325199G,"Synthetic organic alcohols, mixed and unmixed",PCU325199325199G
1484,325199,325199H,"Synthetic organic chemicals for use as flavor and perfume materials, mixed and unmixed",PCU325199325199H
1485,325199,325199K,Synthetic organic rubber-processing chemicals,PCU325199325199K
1486,325199,325199M,Miscellaneous receipts,PCU325199325199M
1487,325199,325199MM,Miscellaneous receipts,PCU325199325199MM
1488,325199,325199N,Synthetic organic plasticizers,PCU325199325199N
1489,325199,325199P,Primary products,PCU325199325199P
1490,325199,325199R,Other synthetic organic chemicals,PCU325199325199R
1491,325199,325199S,Secondary products,PCU325199325199S
1492,325199,325199SS,Secondary products,PCU325199325199SS
1493,325199,325199T,"Miscellaneous end-use chemicals and chemical products, excluding urea",PCU325199325199T
1494,325199,325199V,"Miscellaneous cyclic and acyclic chemicals and chemical products, excluding fatty acid esters",PCU325199325199V
1495,3252--,3252--,"Resin, synthetic rubber, and artificial/synthetic fiber/filaments mfg",PCU3252--3252--
1496,32521-,32521-,Resin and synthetic rubber mfg,PCU32521-32521-
1497,325211,325211,Plastics material and resins mfg,PCU325211325211
1498,325211,3252111,Thermoplastic resins and plastics materials,PCU3252113252111
1499,325211,3252114,Thermosetting resins and plastics materials,PCU3252113252114
1500,325211,325211M,Miscellaneous receipts,PCU325211325211M
1501,325211,325211P,Primary products,PCU325211325211P
1502,325211,325211S,Secondary products,PCU325211325211S
1503,325211,325211SS,Secondary products,PCU325211325211SS
1504,325212,325212,Synthetic rubber manufacturing,PCU325212325212
1505,325212,3252120,Synthetic rubber (vulcanizable elastomers),PCU3252123252120
1506,325212,325212P,Primary products,PCU325212325212P
1507,325212,325212S,Secondary products,PCU325212325212S
1508,325212,325212SS,Secondary products,PCU325212325212SS
1509,32522-,32522-,Artificial fibers and filaments manufacturing,PCU32522-32522-
1510,325220,325220,Artificial fibers and filaments manufacturing,PCU325220325220
1511,325220,3252207,Polyester manufactured fibers,PCU3252203252207
1512,325220,3252209,"Other noncellulosic organic fibers, incl. polyamide, polyolefin, and producer-textured",PCU3252203252209
1513,325220,32522091,Nylon and other polyamide manufactured fibers,PCU32522032522091
1514,325220,32522094,Polyolefin manufactured fibers,PCU32522032522094
1515,325220,325220P,Primary products,PCU325220325220P
1516,3253--,3253--,"Pesticide, fertilizer, and other agricultural chemical mfg",PCU3253--3253--
1517,32531-,32531-,Fertilizer mfg,PCU32531-32531-
1518,325311,325311,Nitrogenous fertilizer manufacturing,PCU325311325311
1519,325311,3253117,Fertilizer materials of organic origin,PCU3253113253117
1520,325311,325311A,"Synthetic ammonia, nitric acid, ammonium compounds, and urea",PCU325311325311A
1521,325311,325311A1,"Synthetic ammonia, nitric acid, and ammonium compounds",PCU325311325311A1
1522,325311,325311A4,Urea,PCU325311325311A4
1523,325311,325311M,Miscellaneous receipts,PCU325311325311M
1524,325311,325311MM,Miscellaneous receipts,PCU325311325311MM
1525,325311,325311P,Primary products,PCU325311325311P
